transaction_id,amount,hour,device_type,location,account_age_days,transaction_frequency,failed_attempts,distance_from_last_transaction,previous_transaction_amount,new_device,location_changed,night_transaction,amount_ratio,is_fraud
TXN101788,1508.96,22,Mobile,Mumbai,1572,17,1,48.8,571.88,0,0,0,2.633989666247731,0
TXN101789,4189.98,10,Mobile,Chennai,269,13,0,5.56,164.3,1,1,0,25.34773139745916,0
TXN101790,168.15,22,Mobile,Bangalore,1100,1,0,2.05,1091.1,0,0,0,0.1539694167200806,0
TXN101791,1230.32,2,Mobile,Pune,819,21,1,9.94,494.87,0,0,1,2.481134168229576,0
TXN101792,934.37,8,Mobile,Pune,184,23,0,3.78,957.02,0,0,0,0.9753136677731155,0
TXN101793,2145.96,6,Tablet,Mumbai,2329,9,0,45.87,780.06,1,0,0,2.7474969912682767,1
TXN101794,1357.22,22,Mobile,Kolkata,1792,25,1,17.27,988.61,0,0,0,1.3714695688200402,0
TXN101795,516.99,1,Desktop,Delhi,1603,26,0,25.46,1500.37,0,1,1,0.3443454977786955,1
TXN101796,797.07,14,Mobile,Delhi,299,8,1,4.1,527.73,0,1,0,1.5075180148658105,0
TXN101797,494.71,11,Mobile,Pune,1733,27,0,30.28,138.53,1,0,0,3.5455457607682934,0
TXN101798,3216.37,15,Desktop,Chennai,2433,18,1,16.1,659.28,0,0,0,4.871221300054522,0
TXN101799,1120.26,15,Mobile,Delhi,1770,1,0,60.75,1174.05,0,0,0,0.9533721969277903,0
TXN101800,7340.71,15,Mobile,Delhi,642,3,0,14.38,942.24,0,0,0,7.7824413722912515,0
TXN101801,1032.09,18,Mobile,Delhi,1169,1,1,0.2,297.44,1,1,0,3.458283071974266,0
TXN101802,540.01,2,Mobile,Bangalore,79,1,0,0.48,645.7,0,0,1,0.8350239678367094,0
TXN101803,241.36,21,Mobile,Chennai,488,24,0,5.12,270.5,0,0,0,0.888987108655617,0
TXN101804,180.7,19,Mobile,Chennai,2109,19,0,29.83,956.58,0,0,0,0.188704860168341,0
TXN101805,224.95,3,Mobile,Kolkata,1890,18,1,4.38,1401.77,0,0,1,0.16036128517148213,0
TXN101806,1432.43,0,Mobile,Chennai,1021,12,0,7.96,1958.38,0,0,1,0.7310628872398411,0
TXN101807,1823.89,21,Mobile,Delhi,1140,6,1,10.42,1070.51,0,1,0,1.7021679685677222,0
TXN101808,225.61,7,Mobile,Delhi,2338,17,0,2.37,968.47,0,0,0,0.23271478230373296,0
TXN101809,2683.93,23,Desktop,Pune,2711,12,0,30.75,1770.79,0,1,1,1.5148127035371008,0
TXN101810,676.5,14,Mobile,Bangalore,837,2,0,15.55,310.55,0,1,0,2.171401059220029,0
TXN101811,1270.03,23,Mobile,Delhi,1731,4,0,5.79,1375.28,0,0,1,0.9227991397099428,1
TXN101812,5498.45,20,Tablet,Bangalore,2552,7,0,12.62,390.58,0,0,0,14.041702844884826,0
TXN101813,2688.77,21,Mobile,Kolkata,795,2,0,24.47,879.4,1,0,0,3.0540322580645163,0
TXN101814,838.38,4,Mobile,Chennai,1243,20,0,24.37,1725.24,0,0,1,0.48566827324126427,0
TXN101815,449.8,19,Mobile,Bangalore,1311,20,0,5.39,676.68,0,0,0,0.6637350962106009,0
TXN101816,127.51,11,Mobile,Mumbai,837,24,0,11.25,161.09,0,0,0,0.7866617311370226,0
TXN101817,534.24,19,Mobile,Hyderabad,534,15,0,0.58,464.97,0,0,0,1.1465115779985835,0
TXN101818,887.91,19,Mobile,Kolkata,2581,7,0,11.02,280.9,0,1,0,3.149733948208585,0
TXN101819,408.63,3,Mobile,Delhi,612,23,1,1.16,881.4,1,0,1,0.46308930190389846,0
TXN101820,961.74,21,Mobile,Chennai,1285,25,0,0.44,358.05,0,0,0,2.678568444506336,0
TXN101821,1184.23,14,Desktop,Hyderabad,463,19,0,17.86,342.1,0,0,0,3.451559312153891,0
TXN101822,875.81,5,Mobile,Pune,435,3,0,15.77,291.77,1,0,1,2.9914608737234007,0
TXN101823,572.49,4,Desktop,Hyderabad,932,26,0,43.0,141.25,1,0,1,4.024534270650264,0
TXN101824,1298.1,10,Desktop,Chennai,1946,9,0,28.93,420.63,0,0,0,3.07876574247563,0
TXN101825,1706.06,13,Mobile,Pune,2572,12,0,29.0,1285.16,0,0,0,1.3264757106425327,0
TXN101826,368.56,10,Mobile,Kolkata,394,18,0,44.21,176.96,0,0,0,2.071027197122949,0
TXN101827,4495.95,8,Mobile,Hyderabad,1077,3,1,3.37,864.51,0,0,0,5.1945673649062405,0
TXN101828,993.68,23,Mobile,Bangalore,2241,28,0,0.23,390.25,0,0,1,2.5397571884984025,0
TXN101829,1117.5,9,Desktop,Kolkata,2898,9,1,9.3,217.73,0,1,0,5.1090385406665755,0
TXN101830,2226.56,5,Mobile,Chennai,2287,26,0,6.4,340.5,0,1,1,6.519941434846266,0
TXN101831,1384.67,10,Mobile,Chennai,2696,6,0,2.15,812.31,0,0,0,1.702511957310251,0
TXN101832,2844.48,8,Mobile,Pune,951,5,0,4.67,1066.18,0,1,0,2.665417267939804,1
TXN101833,1461.36,4,Mobile,Bangalore,2308,9,0,1.93,2009.87,0,1,1,0.7267302212475197,0
TXN101834,594.41,9,Mobile,Mumbai,2389,23,1,27.13,336.69,0,0,0,1.760223873967248,0
TXN101835,1574.2,19,Mobile,Mumbai,1907,14,0,14.87,1255.1,0,0,0,1.2532441684579254,0
TXN101836,349.42,13,Mobile,Hyderabad,2678,2,1,5.33,1092.09,0,0,0,0.31966260783650025,0
TXN101837,1222.39,5,Mobile,Chennai,2632,28,0,42.06,2168.99,0,0,1,0.5633159599813825,1
TXN101838,1060.79,3,Mobile,Bangalore,2886,26,0,73.17,443.25,0,0,1,2.3878221722003374,1
TXN101839,890.59,23,Mobile,Pune,2550,25,1,10.86,674.16,0,0,1,1.319079921796315,0
TXN101840,964.36,22,Mobile,Kolkata,1828,27,2,26.92,342.72,0,0,0,2.8056557663214243,0
TXN101841,167.03,20,Mobile,Chennai,1861,22,0,26.95,1401.14,0,0,0,0.11912505170667693,0
TXN101842,633.51,9,Mobile,Kolkata,1813,3,2,16.52,850.87,0,0,0,0.7436698087736392,0
TXN101843,1203.33,21,Mobile,Pune,1929,1,0,12.41,646.88,0,0,0,1.8573346916095572,0
TXN101844,1286.73,10,Mobile,Pune,2997,4,0,20.67,457.42,0,1,0,2.806880153570961,0
TXN101845,392.42,15,Mobile,Bangalore,1203,27,0,3.7,849.06,0,1,0,0.4616380020233866,0
TXN101846,3888.22,6,Mobile,Kolkata,331,13,0,25.9,645.39,1,0,0,6.015284889927133,0
TXN101847,461.2,17,Mobile,Kolkata,52,8,1,2.35,1093.89,0,1,0,0.42122952990711393,0
TXN101848,2891.29,6,Mobile,Mumbai,1053,21,1,18.61,515.51,0,0,0,5.597742541286713,1
TXN101849,1681.08,23,Mobile,Mumbai,1700,21,1,0.55,437.33,0,0,1,3.8351926630620765,0
TXN101850,574.66,20,Mobile,Hyderabad,424,18,0,44.32,712.06,0,0,0,0.8059069363026954,0
TXN101851,6472.46,14,Mobile,Pune,1381,20,0,25.78,501.03,0,0,0,12.892576140868076,0
TXN101852,332.41,18,Desktop,Kolkata,1411,4,0,12.7,458.87,0,1,0,0.7228347141583491,1
TXN101853,2749.44,17,Mobile,Pune,1448,27,0,18.73,180.57,0,1,0,15.142589634851573,0
TXN101854,2982.69,14,Mobile,Bangalore,840,25,0,20.36,269.91,0,0,0,11.009892584253071,0
TXN101855,560.81,17,Mobile,Pune,60,7,1,48.14,179.79,0,1,0,3.1019967918579567,0
TXN101856,4413.69,2,Mobile,Mumbai,770,13,0,13.62,472.2,1,0,1,9.327324598478445,1
TXN101857,854.02,0,Mobile,Kolkata,1309,23,1,17.84,1648.81,0,0,1,0.5176474866802844,0
TXN101858,1463.66,0,Mobile,Delhi,1975,29,0,35.46,219.31,0,0,1,6.643638509373156,0
TXN101859,1422.71,6,Mobile,Mumbai,2535,25,2,11.83,281.78,1,1,0,5.031154961454135,0
TXN101860,958.81,9,Desktop,Chennai,1380,25,0,5.95,585.78,0,0,0,1.6340195644023314,0
TXN101861,2467.12,11,Mobile,Pune,1537,21,0,7.48,2663.52,0,0,0,0.9259153618663023,0
TXN101862,2424.76,7,Tablet,Pune,2263,1,0,3.65,1794.15,0,0,0,1.3507283513912487,0
TXN101863,190.85,21,Desktop,Pune,2353,18,0,27.45,131.17,0,0,0,1.4439736702731332,0
TXN101864,4041.37,22,Desktop,Bangalore,1900,27,0,56.42,690.79,1,0,0,5.841902889605227,1
TXN101865,207.99,16,Desktop,Pune,2669,14,0,0.66,126.77,0,0,0,1.6278469124207562,0
TXN101866,3079.57,13,Mobile,Delhi,1920,8,2,23.65,642.1,0,1,0,4.788633183019749,1
TXN101867,3383.63,16,Mobile,Pune,1243,22,0,10.3,2418.57,0,1,0,1.3984426984960137,0
TXN101868,368.35,20,Mobile,Mumbai,2522,10,0,9.02,273.57,0,0,0,1.34155224532906,1
TXN101869,727.19,22,Mobile,Mumbai,2034,8,1,16.74,799.44,0,1,0,0.9084878316925691,0
TXN101870,362.96,5,Mobile,Kolkata,1875,29,0,6.84,897.94,1,0,1,0.40376443366631803,0
TXN101871,884.55,19,Desktop,Bangalore,2880,3,3,73.52,804.11,1,1,0,1.0986697469910942,0
TXN101872,805.9,16,Mobile,Delhi,1669,3,0,27.98,3671.69,0,0,0,0.21943044471490922,0
TXN101873,2391.46,19,Mobile,Bangalore,1421,6,0,12.43,1308.81,0,0,0,1.8258067964055857,0
TXN101874,4065.57,7,Desktop,Mumbai,2202,11,1,16.39,2469.97,1,1,0,1.6453336139248962,0
TXN101875,4427.91,12,Mobile,Kolkata,38,4,0,2.34,819.5,0,1,0,5.396599634369287,0
TXN101876,625.05,15,Mobile,Hyderabad,123,20,0,23.35,439.8,0,0,0,1.41799001814882,0
TXN101877,889.61,11,Mobile,Bangalore,51,16,1,18.47,648.04,0,0,0,1.3706551214100826,0
TXN101878,203.68,16,Desktop,Pune,2441,11,1,60.86,1167.88,0,0,0,0.1742522756827048,0
TXN101879,489.87,17,Mobile,Mumbai,375,20,0,16.51,469.48,0,1,0,1.0412132290426799,0
TXN101880,2878.0,7,Mobile,Bangalore,1980,2,0,0.35,583.89,0,0,0,4.9205833575544125,1
TXN101881,5516.96,17,Mobile,Mumbai,2626,23,0,25.25,287.17,0,0,0,19.144810354998786,1
TXN101882,319.15,10,Tablet,Kolkata,2332,5,1,3.85,1367.01,0,0,0,0.23329507825235193,0
TXN101883,606.4,12,Mobile,Bangalore,2824,5,0,17.93,376.26,0,0,0,1.6073795260563006,0
TXN101884,1068.05,11,Desktop,Mumbai,1485,16,0,18.18,679.79,0,0,0,1.5688391427606163,0
TXN101885,1451.22,14,Tablet,Delhi,159,14,2,49.9,265.47,0,0,0,5.4460914924757,0
TXN101886,488.04,2,Mobile,Kolkata,770,7,0,14.31,864.0,0,0,1,0.5642080924855492,0
TXN101887,1675.83,2,Mobile,Chennai,2693,21,0,27.69,4743.81,0,0,1,0.3531922247676935,0
TXN101888,682.77,5,Mobile,Chennai,1709,1,1,2.19,3743.88,0,0,1,0.1823209288415116,0
TXN101889,1080.9,2,Mobile,Kolkata,2383,2,0,92.68,436.78,0,0,1,2.469048380465074,0
TXN101890,1893.69,8,Desktop,Bangalore,410,14,0,10.46,1239.02,0,0,0,1.5271447234722022,0
TXN101891,1103.7,10,Mobile,Pune,1433,5,1,39.44,347.95,0,0,0,3.162917323398768,0
TXN101892,708.83,7,Tablet,Mumbai,1664,13,0,29.47,700.66,0,0,0,1.0102186244049827,0
TXN101893,982.78,3,Desktop,Chennai,547,13,0,5.91,209.38,1,0,1,4.671451658902938,1
TXN101894,1003.89,21,Mobile,Chennai,2739,7,1,37.09,617.46,0,0,0,1.6232092617145812,0
TXN101895,757.47,23,Mobile,Kolkata,936,29,0,6.48,323.58,0,0,1,2.3336927721979177,0
TXN101896,846.58,19,Mobile,Bangalore,2559,28,1,51.33,273.82,0,1,0,3.080489047376465,0
TXN101897,5424.32,14,Mobile,Pune,2711,15,0,1.18,1596.58,0,0,0,3.3953354448603514,0
TXN101898,1921.61,4,Mobile,Bangalore,106,28,0,20.7,726.35,0,0,1,2.6419330446140097,0
TXN101899,816.09,6,Mobile,Bangalore,2762,10,0,9.28,325.29,0,0,0,2.5011186367954887,0
TXN101900,2201.63,7,Tablet,Hyderabad,2287,2,1,13.44,372.71,0,0,0,5.89127933424313,0
TXN101901,785.39,6,Mobile,Delhi,2389,24,0,11.21,256.1,0,0,0,3.054803578374173,0
TXN101902,3544.4,7,Mobile,Kolkata,1737,29,0,31.54,728.1,0,0,0,4.861335893567412,1
TXN101903,1587.07,3,Mobile,Delhi,1915,29,0,82.66,2216.79,0,0,1,0.7156087817151308,1
TXN101904,985.06,0,Desktop,Delhi,2182,21,1,3.03,1039.68,0,1,1,0.9465541761156167,0
TXN101905,1715.94,21,Mobile,Mumbai,1694,25,0,14.43,532.45,1,0,0,3.216683850407723,0
TXN101906,227.95,4,Mobile,Mumbai,258,22,3,32.59,452.02,0,0,1,0.5031786676084941,1
TXN101907,355.4,10,Tablet,Delhi,545,19,1,25.85,1023.32,0,0,0,0.34696188691034047,0
TXN101908,332.31,3,Desktop,Kolkata,363,28,0,14.57,777.63,0,1,1,0.426788076493328,1
TXN101909,1265.15,1,Desktop,Kolkata,1768,13,0,9.41,384.44,0,0,1,3.2823526359485267,0
TXN101910,6201.3,16,Tablet,Bangalore,2164,6,0,17.21,769.88,0,0,0,8.044442714819427,0
TXN101911,10211.81,11,Mobile,Hyderabad,523,25,1,9.69,832.5,0,0,0,12.251721655668865,0
TXN101912,2075.69,1,Desktop,Delhi,1513,1,1,21.39,1037.93,0,0,1,1.997911312600464,1
TXN101913,1809.57,8,Mobile,Pune,2391,1,1,37.68,211.62,0,1,0,8.510817420750634,1
TXN101914,181.08,5,Mobile,Bangalore,2188,24,1,19.55,627.49,0,0,1,0.28811914270712347,0
TXN101915,637.35,5,Tablet,Chennai,1607,12,0,2.67,296.3,0,0,1,2.1437941473259334,0
TXN101916,498.81,17,Mobile,Hyderabad,2273,14,1,17.54,1560.05,0,0,0,0.3195349284135678,0
TXN101917,589.43,21,Mobile,Mumbai,1502,23,1,12.3,2505.91,0,0,0,0.23512212245353842,0
TXN101918,926.91,2,Mobile,Kolkata,2832,27,1,53.97,656.73,0,1,1,1.4092560777218615,0
TXN101919,683.97,14,Mobile,Chennai,581,29,1,17.73,3131.26,0,0,0,0.21836309884875457,0
TXN101920,151.52,6,Mobile,Chennai,283,29,0,26.96,1690.04,0,0,0,0.08960166524742172,0
TXN101921,2316.73,12,Mobile,Pune,103,11,1,19.2,234.98,0,0,0,9.817484532587509,0
TXN101922,375.12,9,Tablet,Pune,932,28,0,118.11,1395.33,0,0,0,0.26864709631677325,0
TXN101923,1393.04,3,Mobile,Kolkata,1695,1,0,32.99,426.15,0,1,1,3.2612431230246988,1
TXN101924,8726.18,15,Desktop,Pune,756,24,0,31.13,498.64,0,1,0,17.464934753022177,0
TXN101925,437.3,8,Mobile,Chennai,1343,5,2,12.8,3651.57,1,0,0,0.11972392041767851,0
TXN101926,87.33,20,Mobile,Bangalore,2709,25,0,45.8,1281.69,0,0,0,0.06808348080986053,0
TXN101927,823.86,9,Mobile,Delhi,809,3,0,17.86,2009.22,0,1,0,0.40983573937181006,0
TXN101928,3297.63,18,Desktop,Chennai,1296,13,3,15.47,705.36,0,1,0,4.668483492836514,0
TXN101929,7772.5,16,Mobile,Delhi,1877,5,0,18.09,450.83,0,0,0,17.202266339109844,0
TXN101930,320.68,0,Mobile,Chennai,1897,13,1,27.94,972.07,0,0,1,0.3295549138294264,0
TXN101931,1802.08,12,Mobile,Bangalore,1290,23,0,0.28,333.77,0,1,0,5.383039101472653,1
TXN101932,688.62,3,Tablet,Delhi,1735,10,0,17.52,175.19,0,0,1,3.9083943470117486,1
TXN101933,986.39,14,Mobile,Mumbai,2216,27,0,38.86,624.87,0,1,0,1.5760301660089155,0
TXN101934,15434.23,9,Mobile,Hyderabad,1211,24,2,9.16,563.94,0,0,0,27.320122490883985,0
TXN101935,243.97,19,Desktop,Chennai,2983,3,0,4.37,1160.2,0,0,0,0.21010161901481225,0
TXN101936,1413.38,8,Mobile,Chennai,1652,1,0,2.49,915.38,1,0,0,1.5423514262642137,0
TXN101937,1750.56,7,Tablet,Bangalore,559,28,2,17.2,892.75,1,0,0,1.9586685314685315,1
TXN101938,3247.97,19,Tablet,Kolkata,1574,29,0,8.91,438.66,0,0,0,7.387458490651866,0
TXN101939,1209.53,5,Mobile,Hyderabad,655,13,1,28.4,577.42,0,0,1,2.091092977421251,0
TXN101940,1492.27,22,Mobile,Kolkata,2211,22,1,34.71,1310.7,0,0,0,1.1376610505450941,0
TXN101941,741.26,9,Mobile,Pune,1897,5,0,45.61,357.01,0,0,0,2.0705008239993297,0
TXN101942,1435.3,23,Tablet,Delhi,2542,11,0,0.17,1182.58,0,0,1,1.212676794133054,0
TXN101943,778.06,19,Mobile,Chennai,1830,21,0,33.62,283.5,0,0,0,2.734833040421792,0
TXN101944,2041.77,16,Desktop,Mumbai,2850,27,1,19.46,944.03,1,0,0,2.1605345862036125,0
TXN101945,757.78,4,Mobile,Pune,633,12,0,7.75,172.59,0,1,1,4.365343625784895,0
TXN101946,1598.95,13,Mobile,Kolkata,379,28,0,8.16,549.69,0,0,0,2.903539196281029,0
TXN101947,1065.01,16,Mobile,Pune,2907,11,0,16.52,234.36,1,0,0,4.525025492861999,0
TXN101948,3381.42,10,Mobile,Mumbai,588,15,0,0.1,407.9,0,1,0,8.269552457813647,1
TXN101949,1041.7,3,Mobile,Bangalore,324,29,2,8.07,739.36,0,0,1,1.4070182073585824,0
TXN101950,186.23,22,Mobile,Pune,1181,6,0,45.72,489.34,0,0,0,0.3797976913978056,0
TXN101951,3873.53,22,Mobile,Kolkata,856,3,0,21.01,2136.57,0,0,0,1.8121184335483749,0
TXN101952,443.31,16,Mobile,Chennai,1761,16,0,3.39,711.8,0,0,0,0.6219276094276095,0
TXN101953,570.34,1,Mobile,Bangalore,1545,13,1,35.75,661.49,0,1,1,0.8609035608084651,0
TXN101954,604.46,20,Mobile,Hyderabad,725,16,0,26.08,750.71,1,0,0,0.8041132883691849,1
TXN101955,4334.83,21,Mobile,Mumbai,1299,5,0,1.34,126.2,0,0,0,34.07885220125786,0
TXN101956,129.58,0,Mobile,Mumbai,1451,15,4,66.64,2064.71,0,0,1,0.06272903747379836,0
TXN101957,25279.49,17,Desktop,Bangalore,1901,26,0,34.6,120.63,0,1,0,207.83926662829896,0
TXN101958,3152.83,6,Mobile,Hyderabad,1154,27,0,3.08,629.75,0,0,0,4.9985414189457,0
TXN101959,1370.92,21,Tablet,Pune,1725,16,2,41.18,503.75,0,0,0,2.7160376423972266,0
TXN101960,1038.06,5,Mobile,Delhi,188,1,1,52.01,631.74,1,0,1,1.6405790688118342,0
TXN101961,1459.07,5,Desktop,Kolkata,1250,8,1,14.24,287.88,0,0,1,5.050782331764054,0
TXN101962,1846.64,13,Mobile,Hyderabad,2734,25,0,6.84,1715.95,0,0,0,1.075535105856315,0
TXN101963,2090.62,22,Mobile,Bangalore,2696,20,1,16.59,261.91,0,0,0,7.95184663953444,0
TXN101964,1911.43,11,Mobile,Pune,2293,5,0,23.58,594.15,0,0,0,3.211677728303789,0
TXN101965,1199.4,13,Mobile,Pune,916,7,0,5.87,813.27,0,0,0,1.4729757942697141,0
TXN101966,900.24,13,Mobile,Pune,872,29,0,6.6,418.01,0,0,0,2.1484928760650104,0
TXN101967,942.68,11,Mobile,Bangalore,2680,10,3,29.4,469.95,0,0,0,2.0016562267756663,0
TXN101968,902.43,8,Mobile,Hyderabad,1318,16,2,22.15,584.85,0,0,0,1.5403772296662968,1
TXN101969,3407.62,8,Mobile,Bangalore,437,5,2,8.74,2840.45,0,1,0,1.1992539020570483,1
TXN101970,1985.36,1,Desktop,Mumbai,1841,20,0,9.26,424.28,0,0,1,4.668359668924003,1
TXN101971,57.95,17,Mobile,Bangalore,42,24,0,26.35,417.27,0,0,0,0.13854687163793722,0
TXN101972,2113.08,4,Mobile,Delhi,852,27,0,8.46,643.14,0,0,1,3.2804669792281183,1
TXN101973,1332.4,22,Mobile,Mumbai,633,11,1,7.38,1298.02,0,0,0,1.0256962941294208,0
TXN101974,1076.31,11,Mobile,Kolkata,1548,28,0,29.12,972.05,0,0,0,1.1061199321720363,0
TXN101975,743.58,13,Mobile,Chennai,1788,22,1,10.79,2595.75,0,1,0,0.2863502454991817,1
TXN101976,3374.87,12,Mobile,Mumbai,1661,18,0,31.33,563.4,0,0,0,5.979571226080794,0
TXN101977,2828.57,2,Mobile,Kolkata,386,27,0,32.4,483.49,0,0,1,5.838242275382361,1
TXN101978,506.3,14,Mobile,Mumbai,332,20,2,61.93,2590.8,1,1,0,0.19534686318388764,0
TXN101979,1647.56,14,Mobile,Mumbai,2329,13,1,20.33,807.26,0,0,0,2.038403484027417,0
TXN101980,415.03,2,Tablet,Pune,612,19,1,24.46,305.61,0,0,1,1.353608819020906,0
TXN101981,275.99,19,Tablet,Hyderabad,2912,12,0,11.15,664.98,0,0,0,0.41441184419952554,0
TXN101982,585.98,18,Mobile,Kolkata,2885,18,0,18.85,527.47,0,0,0,1.1088235850663235,0
TXN101983,2597.73,14,Mobile,Chennai,2171,15,0,4.63,816.42,1,0,0,3.1779623694061807,0
TXN101984,2844.45,18,Mobile,Delhi,60,6,1,21.41,68.89,0,0,0,40.69895550150236,0
TXN101985,1831.86,7,Mobile,Mumbai,330,27,0,48.16,309.95,1,0,0,5.891172214182344,1
TXN101986,2264.47,22,Mobile,Kolkata,339,10,1,4.0,267.21,1,0,0,8.442899220759852,0
TXN101987,1837.53,12,Mobile,Kolkata,358,17,0,15.07,662.35,0,0,0,2.7700761287404836,0
TXN101988,577.39,22,Mobile,Hyderabad,1151,10,0,5.23,997.24,0,0,0,0.5784079980766148,0
TXN101989,1689.05,9,Desktop,Bangalore,440,4,1,1.71,335.17,1,1,0,5.024392420501532,1
TXN101990,2441.6,1,Desktop,Chennai,81,8,1,1.76,326.87,0,0,1,7.446853936011223,0
TXN101991,2331.56,10,Tablet,Kolkata,2644,5,1,4.97,335.82,0,0,0,6.922273024167211,0
TXN101992,3600.81,21,Mobile,Pune,1080,19,0,8.37,188.6,0,0,0,18.991613924050633,0
TXN101993,2226.76,18,Desktop,Kolkata,2942,18,1,4.97,388.01,1,1,0,5.7241716151255755,1
TXN101994,1558.45,8,Mobile,Delhi,2193,16,0,31.14,901.55,1,0,0,1.72671874134397,1
TXN101995,3197.58,8,Mobile,Chennai,1418,27,0,1.52,796.2,0,0,0,4.011013547415955,0
TXN101996,1067.93,5,Desktop,Delhi,714,27,2,0.87,585.76,0,1,1,1.820045674551776,0
TXN101997,454.01,9,Tablet,Delhi,2504,22,0,4.02,329.69,0,1,0,1.3729172336629472,0
TXN101998,931.63,21,Desktop,Bangalore,583,28,0,5.25,1994.77,0,1,0,0.46680228683665953,0
TXN101999,520.66,23,Mobile,Kolkata,2851,4,0,21.88,1018.22,0,1,1,0.5108416239869704,1
TXN102000,558.26,7,Mobile,Delhi,2381,7,1,0.1,1642.78,0,0,0,0.339619657131733,0
TXN102001,949.07,14,Mobile,Bangalore,371,8,0,49.07,1463.95,0,0,0,0.6478514625072528,0
TXN102002,496.5,5,Desktop,Mumbai,1553,15,0,6.67,671.73,0,0,1,0.738037548496425,1
TXN102003,805.96,6,Desktop,Chennai,2770,9,1,2.18,884.05,0,0,0,0.9106378170724818,0
TXN102004,165.07,19,Mobile,Delhi,2026,29,0,61.28,742.17,0,1,0,0.22211607034729605,0
TXN102005,1357.36,16,Mobile,Bangalore,1336,7,0,46.83,748.2,1,1,0,1.8117458622530698,1
TXN102006,1097.96,3,Mobile,Mumbai,325,9,0,1.79,1528.73,0,1,1,0.7177475763696862,0
TXN102007,484.4,7,Tablet,Chennai,123,20,0,11.72,1996.06,0,0,0,0.24255655814046648,0
TXN102008,2120.16,12,Mobile,Mumbai,1216,1,1,19.94,2925.43,1,0,0,0.724486832078676,0
TXN102009,2800.55,23,Mobile,Hyderabad,2707,7,0,30.78,846.69,0,0,1,3.3037431136382405,0
TXN102010,219.74,13,Desktop,Chennai,1438,2,0,80.42,569.97,0,1,0,0.38485384521078164,1
TXN102011,511.46,17,Mobile,Bangalore,2232,15,0,28.43,378.76,0,1,0,1.3467979776701073,0
TXN102012,508.19,22,Desktop,Delhi,307,10,1,15.67,629.95,0,0,0,0.8054362469292337,0
TXN102013,428.42,16,Desktop,Bangalore,2582,27,0,0.7,1312.36,1,0,0,0.3262014984467321,0
TXN102014,2513.61,17,Mobile,Pune,2700,9,1,4.59,657.91,0,1,0,3.8148002003308497,0
TXN102015,903.41,13,Mobile,Bangalore,2056,16,0,40.6,223.1,0,0,0,4.03128067826863,0
TXN102016,841.75,23,Desktop,Bangalore,1845,6,0,10.02,595.39,0,0,1,1.4114086419960095,0
TXN102017,147.84,10,Mobile,Chennai,180,25,1,2.15,523.49,0,0,0,0.2818738202825602,0
TXN102018,2070.24,9,Mobile,Chennai,2258,12,0,31.82,670.01,0,1,0,3.0852595341351097,1
TXN102019,317.58,12,Mobile,Hyderabad,1894,8,0,2.59,748.29,0,0,0,0.4238412363704307,0
TXN102020,1164.37,19,Mobile,Pune,1976,9,1,6.67,610.95,0,0,0,1.9027208105237352,0
TXN102021,1447.19,15,Mobile,Mumbai,1461,7,0,0.59,357.98,0,0,0,4.031394506657753,0
TXN102022,4275.51,13,Mobile,Pune,2285,14,1,7.06,590.31,0,0,0,7.230572795995333,0
TXN102023,296.24,2,Mobile,Kolkata,2205,11,0,34.05,968.17,0,0,1,0.3056636090675527,0
TXN102024,53.54,17,Mobile,Bangalore,52,12,0,11.73,685.64,1,0,0,0.07797390189910287,0
TXN102025,1317.97,5,Mobile,Hyderabad,2565,19,0,4.68,406.5,0,0,1,3.234282208588957,0
TXN102026,6637.64,19,Mobile,Hyderabad,341,10,0,13.07,343.45,0,0,0,19.27025693133982,0
TXN102027,3785.55,2,Desktop,Chennai,2739,28,2,0.07,1402.0,1,0,1,2.6981824661439773,1
TXN102028,1352.43,18,Mobile,Mumbai,634,21,0,24.13,1100.44,0,0,0,1.2278744189424753,0
TXN102029,670.73,2,Tablet,Hyderabad,2481,19,0,0.11,593.71,0,1,1,1.1278270081216055,0
TXN102030,2458.05,11,Mobile,Delhi,2851,29,0,7.54,1077.95,0,1,0,2.2781871263728624,0
TXN102031,414.24,7,Mobile,Hyderabad,1596,13,0,4.04,870.6,0,0,0,0.4752638825149151,0
TXN102032,1765.8,4,Desktop,Chennai,1670,3,3,58.08,379.5,0,0,1,4.640735873850197,0
TXN102033,1817.96,16,Mobile,Bangalore,2534,23,0,2.66,673.52,0,0,0,2.695190654094764,0
TXN102034,3165.95,9,Mobile,Chennai,987,28,0,18.92,489.48,0,0,0,6.454799380198988,0
TXN102035,17320.74,20,Mobile,Kolkata,374,16,0,9.33,758.43,0,1,0,22.807553033195955,1
TXN102036,1623.62,16,Mobile,Chennai,2717,22,0,25.57,849.1,0,1,0,1.9099164804140687,0
TXN102037,659.21,8,Mobile,Mumbai,1941,5,0,8.19,328.28,0,0,0,2.0019740038872693,0
TXN102038,1068.94,12,Mobile,Pune,71,28,0,2.22,801.81,0,0,0,1.3314981128785144,0
TXN102039,186.97,9,Mobile,Delhi,643,21,1,0.83,449.4,1,0,0,0.41511989342806394,1
TXN102040,547.46,7,Desktop,Delhi,2302,27,0,93.02,1554.98,0,1,0,0.3518425686705485,1
TXN102041,728.3,6,Desktop,Pune,1578,8,1,66.1,753.64,1,0,0,0.9650959397858582,1
